18.453274,11.979088
18.462410,11.916924
18.453213,11.858044
18.439249,11.782797
18.427454,11.693205
18.419025,11.603522
18.423115,11.512763
18.418877,11.424843
18.415771,11.334476
18.417635,11.245058
18.408304,11.200609
18.399799,11.110341
18.400995,11.021332
18.388435,10.931652
18.378445,10.842029
18.376957,10.751797
18.373152,10.662683
18.366400,10.573469
18.360020,10.528403
18.356640,10.438646
18.347073,10.349349
18.338221,10.259488
18.326252,10.170371
18.318760,10.122480
18.305462,10.035933
18.287485,9.946688
18.274118,9.900208
18.240244,9.813345
18.213049,9.768705
18.183140,9.724352
18.140551,9.665931
18.096008,9.616524
18.051117,9.568131
18.006630,9.519953
17.962015,9.483401
17.916971,9.444643
17.871904,9.400799
17.827301,9.360810
17.782614,9.321547
17.731197,9.276940
17.682373,9.232084
17.634764,9.187242
17.590261,9.142358
17.545355,9.097539
17.503901,9.052733
17.460474,9.007871
17.417368,8.963102
17.369978,8.918576
17.320211,8.873747
17.270941,8.828901
17.223330,8.784104
17.177485,8.739262
17.129076,8.694553
17.079782,8.649639
17.034521,8.604866
16.985235,8.560039
16.942078,8.515074
16.894464,8.470265
16.850899,8.425728
16.801090,8.381061
16.752413,8.347844
16.707535,8.311311
16.662781,8.273814
16.617693,8.236077
16.572756,8.201872
16.513803,8.157153
16.456553,8.112244
16.394014,8.068627
16.349451,8.037008
16.304829,8.004396
16.254622,7.978225
16.172226,7.933419
16.125652,7.905546
16.080931,7.876678
16.011105,7.843989
15.947173,7.813343
15.902400,7.799494
15.813231,7.772245
15.724703,7.757389
15.669113,7.754882
15.589566,7.741409
15.500006,7.723002
15.429560,7.709993
15.365431,7.696173
15.275903,7.674273
15.221486,7.665221
15.141448,7.646509
15.051798,7.627947
15.006883,7.616174
14.917377,7.593149
14.843305,7.575532
14.782687,7.559252
14.693494,7.536995
14.648631,7.529497
14.558900,7.505570
14.478279,7.485991
14.424601,7.475990
14.334962,7.455785
14.246273,7.444648
14.195965,7.441278
14.111296,7.428139
14.021631,7.412788
13.932083,7.398992
13.887317,7.390305
13.797641,7.377230
13.708215,7.363188
13.618868,7.355616
13.574331,7.351310
13.529623,7.353974
13.440188,7.353482
13.350829,7.359025
13.262259,7.379097
13.217607,7.397908
13.127717,7.425756
13.082665,7.441139
12.993194,7.462517
12.903434,7.483732
12.858851,7.493546
12.769313,7.518429
12.724290,7.531314
12.634695,7.551591
12.548753,7.575584
12.500116,7.583504
12.410708,7.600189
12.331231,7.620059
12.276879,7.652503
12.231883,7.666187
12.142700,7.700703
12.097466,7.716222
12.007419,7.743728
11.958101,7.754817
11.872465,7.766568
11.782628,7.771220
11.693133,7.776961
11.604033,7.785530
11.529981,7.799505
11.469852,7.816875
11.380099,7.831970
11.332767,7.844311
11.246218,7.869370
11.192332,7.889021
11.113095,7.922863
11.067618,7.946725
10.991066,7.978567
10.934035,8.020478
10.892131,8.067122
10.845325,8.102227
10.811027,8.155252
10.798376,8.200060
10.772575,8.288862
10.756437,8.369425
10.750667,8.423061
10.731202,8.512843
10.713332,8.602451
10.706272,8.647455
10.688066,8.736773
10.667952,8.826767
10.656947,8.871478
10.652294,8.959760
10.650704,9.049762
10.644295,9.139380
10.639812,9.229323
10.640173,9.318046
10.637685,9.407978
10.639313,9.497786
10.634116,9.587768
10.622455,9.677546
10.613461,9.722166
10.610600,9.811475
10.603567,9.900933
10.599483,9.990832
10.591310,10.080682
10.577223,10.155168
10.564704,10.215398
10.549444,10.305043
10.532347,10.371703
10.520706,10.438896
10.510670,10.528503
10.508973,10.617599
10.506953,10.707577
10.504284,10.796672
10.503246,10.886778
10.499043,10.975813
10.500877,11.065460
10.505680,11.155059
10.514071,11.244253
10.526049,11.333904
10.532472,11.392688
10.542646,11.467822
10.566065,11.557389
10.577177,11.605813
10.598750,11.691726
10.621481,11.781216
10.633811,11.825999
10.656184,11.915535
10.671881,11.960223
10.697055,12.049804
10.713190,12.094527
10.747716,12.183683
10.767028,12.228497
10.800652,12.297571
10.833883,12.362682
10.859343,12.407578
10.890388,12.475112
10.921849,12.542294
10.938153,12.587329
10.968227,12.676752
10.987766,12.721736
11.012572,12.810850
11.041109,12.855494
11.069891,12.933108
11.085008,12.991032
11.106638,13.080643
11.120149,13.125161
11.142217,13.214945
11.159539,13.277767
11.169818,13.350129
11.179420,13.439797
11.181449,13.529589
11.172068,13.620148
11.159574,13.669204
11.136798,13.754984
11.114706,13.826030
11.095739,13.889282
11.069859,13.967192
11.049261,14.023983
11.025005,14.090308
11.000067,14.158254
10.980307,14.213131
10.955711,14.292731
10.935443,14.349754
10.912771,14.427108
10.890633,14.490246
10.867899,14.561711
10.845749,14.613046
10.806467,14.696221
10.792500,14.740841
10.755952,14.815397
10.722364,14.875400
10.705523,14.919812
10.687201,15.008249
10.687843,15.097642
10.688104,15.187104
10.691752,15.276620
10.695188,15.366086
10.711465,15.435548
10.729032,15.499615
10.756296,15.580529
10.774300,15.633508
10.800792,15.693470
10.835097,15.767523
10.862631,15.812334
10.890498,15.878853
10.911299,15.947761
10.935314,16.025414
10.960947,16.081945
10.980153,16.159782
10.999696,16.215567
11.041753,16.259474
11.072487,16.304766
11.112017,16.394997
11.134380,16.439682
11.159413,16.501511
11.181879,16.574409
11.204184,16.632374
11.223167,16.708742
11.249475,16.752895
11.292911,16.835260
11.329536,16.886963
11.353914,16.932648
11.382526,16.984003
11.427553,17.054531
11.472037,17.102066
11.511057,17.155260
11.551802,17.200375
11.590405,17.245518
11.609507,17.290970
11.651087,17.363230
11.695147,17.396317
11.769820,17.423100
11.828856,17.447266
11.879826,17.468086
11.941626,17.513393
11.987104,17.558662
12.010534,17.603868
12.055049,17.690010
12.090872,17.737846
12.129991,17.783272
12.157166,17.828516
12.189357,17.893494
12.233888,17.951466
12.262461,18.006824
12.308749,18.051252
12.355525,18.095835
12.408626,18.140314
12.457213,18.167543
12.502173,18.207582
12.546781,18.242588
12.591684,18.289795
12.640084,18.319775
12.686500,18.364756
12.750571,18.409325
12.804688,18.454195
12.855568,18.498936
12.905212,18.530382
12.949845,18.564825
12.994276,18.596487
13.073772,18.632793
13.128425,18.658537
13.172857,18.680237
13.262580,18.711411
13.307205,18.731647
13.397034,18.764572
13.441579,18.782085
13.530224,18.811430
13.574771,18.814060
13.664770,18.826572
13.754602,18.843960
13.805618,18.856411
13.889171,18.876026
13.978656,18.899111
14.023359,18.907867
14.113013,18.930458
14.182315,18.946056
14.247567,18.963686
14.335576,18.990959
14.381945,19.007215
14.471027,19.022085
14.560193,19.028858
14.649632,19.030094
14.738824,19.028498
14.827898,19.014139
14.917567,18.993032
14.962193,18.988607
15.051476,18.959303
15.096363,18.945368
15.185577,18.918985
15.245241,18.901276
15.319345,18.873331
15.364129,18.849768
15.436663,18.811943
15.499098,18.779490
15.543786,18.765318
15.633208,18.726406
15.678181,18.704523
15.758100,18.677395
15.812810,18.656239
15.886964,18.632534
15.947283,18.611456
16.028601,18.587692
16.081808,18.570034
16.168472,18.543028
16.216000,18.526981
16.275848,18.498276
16.348186,18.453707
16.394024,18.409883
16.438066,18.364967
16.478729,18.320469
16.518713,18.275578
16.562973,18.230566
16.610853,18.186281
16.643253,18.141436
16.662369,18.095840
16.724768,18.050806
16.796417,18.013790
16.809555,17.963369
16.841005,17.885738
16.869467,17.829401
16.885435,17.774757
16.922207,17.694471
16.931721,17.649733
16.975054,17.562376
16.991413,17.515209
17.019939,17.448040
17.055206,17.380365
17.082663,17.335421
17.109735,17.278200
17.150690,17.201431
17.163038,17.157017
17.189325,17.067585
17.200155,17.022505
17.239538,16.932693
17.253313,16.887905
17.288837,16.818697
17.327391,16.752544
17.370260,16.707853
17.387657,16.663292
17.424160,16.612162
17.475744,16.572447
17.526152,16.527967
17.568882,16.484528
17.602497,16.403698
17.634216,16.350042
17.652475,16.305164
17.692034,16.216507
17.721230,16.171198
17.736441,16.109165
17.751854,16.037663
17.763000,15.948936
17.770412,15.858660
17.781189,15.794661
17.789919,15.724441
17.801064,15.634637
17.820969,15.543841
17.839048,15.498905
17.862877,15.410162
17.872021,15.365516
17.898951,15.274776
17.921967,15.229945
17.960796,15.161234
17.987560,15.095730
18.007416,15.050831
18.036440,14.961600
18.052286,14.916813
18.076500,14.827183
18.095592,14.783477
18.089626,14.739095
18.097635,14.693905
18.109488,14.604406
18.109495,14.515195
18.107788,14.425300
18.117727,14.335662
18.123806,14.246194
18.126663,14.156499
18.131454,14.066760
18.139540,14.004401
18.155571,13.931868
18.172964,13.842448
18.184372,13.761525
18.194572,13.707973
18.213066,13.617935
18.229242,13.559237
18.247841,13.483760
18.261019,13.394462
18.273954,13.306724
18.282822,13.260111
18.293743,13.170664
18.304865,13.080944
18.317978,12.991235
18.327230,12.946321
18.348408,12.856522
18.363600,12.789616
18.369717,12.722934
18.382408,12.632698
18.395327,12.543678
18.397810,12.454139
18.408310,12.383348
18.408304,12.328258
18.408304,12.304328
18.408304,12.252933
18.406269,12.185507
18.408304,12.133739
18.422699,12.049966
